HBNAME,Site,Date,Date Analysed,SW Sample Number,N1 Description,N1 Reported Value,N1 Sample 1,N1 Sample 2,N1 Sample 3,Calculated Mean,Standard Deviation,Flow (l/day),Ammonia (mg/l),pH Value,Modelled Flow (l/day),Million Gene Copies Per Person per Day,Analysis Lab,(Row Count)
Highland,Allanfearn,May 2021,31/05/2021,15015957,Weak Positive,1293,1492.29240335105,1094.25219508487,,1293.27229921796,281.45693044992,31017600,17.47,,30157149.434402,0.646398576625464,SEPA,1
Highland,Allanfearn,May 2021,02/06/2021,15015958,Positive (DNQ),1387,1433.52108205252,1342.12669259047,,1387.8238873215,64.6255925510187,27820800,20.58,,26642933.8903915,0.622165890044699,SEPA,1
Highland,Allanfearn,June 2021,02/06/2021,15015959,Weak Positive,852,1704.90957903431,0,,852.454789517153,1205.55312464506,27388800,21.41,,25858090.4142326,0.376224076495011,SEPA,1
Highland,Allanfearn,June 2021,03/06/2021,15015960,Negative,0,,,,,,25920000,21.96,,25366817.00537,0,SEPA,1
Highland,Allanfearn,June 2021,07/06/2021,15015961,Weak Positive,742.723655547763,718.437884970537,767.00942612499,,742.723655547763,34.3452661229947,25142400,26.12,,22247966.7594646,0.30090971731677,SEPA,1
Highland,Allanfearn,June 2021,11/06/2021,15015962,Negative,0,,,,,,24105600,23.92,,23778678.4601889,0,SEPA,1
Highland,Allanfearn,June 2021,11/06/2021,15015963,Weak Positive,1286.82184553912,1212.65472965226,1360.98896142598,,1286.82184553912,104.888141169298,24796800,22.41,,24980658.1512505,0.514181313278941,SEPA,1
Highland,Allanfearn,June 2021,14/06/2021,15015964,Positive (DNQ),5865.16103843634,3936.05396211448,7794.26811475819,,5865.16103843634,2728.16939060427,25056000,20.49,,26731386.2251913,2.36806656642272,SEPA,1
Highland,Allanfearn,June 2021,16/06/2021,15015966,Positive (DNQ),3985.09877657052,3330.63970670346,4639.55784643758,,3985.09877657052,925.544892624081,18576000,22.39,,24997531.1141771,1.19287110241345,SEPA,1
Highland,Allanfearn,June 2021,16/06/2021,15015967,Positive,15125,10399.9323501392,19850.7054871159,,15125.3189186276,6682.70577261191,22377600,22.49,,24913429.9064502,5.45406453049535,SEPA,1
Highland,Allanfearn,June 2021,17/06/2021,15015968,Positive (DNQ),8612.53463179537,7089.38079888156,10135.6884647092,,8612.53463179537,2154.06480808728,22636800,20.95,,26286319.1273382,3.14158084296989,SEPA,1
Highland,Allanfearn,June 2021,21/06/2021,15015969,Positive (DNQ),6775.76317765327,6548.82338285582,7002.70297245072,,6775.76317765327,320.94133564472,22377600,24.12,,23629419.8317344,2.44328399375188,SEPA,1
Highland,Allanfearn,June 2021,22/06/2021,15015970,Positive (DNQ),6350.00999346399,6174.54810892209,6525.47187800589,,6350.00999346399,248.1405767987,22550400,24.09,,23651669.8547878,2.30744247891666,SEPA,1
Highland,Allanfearn,June 2021,23/06/2021,15015971,Positive,41267,42905.7318949652,39629.4415269953,,41267.5867109803,2316.6871363277,22291200,25.78,,22469505.8197372,14.8232948031165,SEPA,1
Highland,Allanfearn,June 2021,24/06/2021,15015972,Positive,12483,11842.7544038426,13124.787815839,,12483.7711098408,906.534519330361,22896000,26,,22325575.951411,4.60582718313377,SEPA,1
Highland,Allanfearn,June 2021,28/06/2021,15015973,Positive,34094,37485.1264405612,30704.0185102756,,34094.5724754184,4794.96740146285,30844800,17.74,,29809397.729835,16.9460870329335,SEPA,1
Highland,Allanfearn,June 2021,29/06/2021,15015974,Positive,97953,100568.711211382,95338.2664677724,,97953.4888395771,3698.48294682774,,23.79,,23876877.3948617,37.6877025270156,SEPA,1
Highland,Allanfearn,June 2021,30/06/2021,15015975,Positive,81673,85149.7945068882,78198.1799038308,,81673.9872053595,4915.53382601726,,25.37,,22743578.137496,29.9326228658021,SEPA,1
Highland,Allanfearn,July 2021,05/07/2021,15015977,Positive,98432,91393.9741183668,105470.051417634,,98432.0127680006,9953.28971081812,20822400,26.93,,21740032.9355043,33.0270189606564,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,06/07/2021,15015978,Positive,158210,167247.178168525,149174.145422071,,158210.661795298,12779.5640116241,31190400,14.57,,34594504.3512202,79.5168040487938,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,07/07/2021,15015979,Positive,148209,146490.576085069,149929.100085054,,148209.838085062,2431.4036376622,34128000,18.02,,29458450.0958293,81.506096783122,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,08/07/2021,15015980,Positive,110442,98805.162790194,122080.166164131,,110442.664477163,16457.9127178508,27129600,18.95,,28358465.7991336,48.2816930967745,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,12/07/2021,15015981,Positive,207912,216659.294272055,199166.11975551,,207912.707013782,12369.5423251283,22118400,26.37,,22088274.9804634,74.1032005352033,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,14/07/2021,15015982,Positive,87590,90674.7865588999,84506.8145624625,,87590.8005606812,4361.41482484957,31017600,19.07,,28223412.2659996,43.7793099273419,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,14/07/2021,15015983,Positive,80936,67593.863399323,94279.8826077155,,80936.8730035192,18869.8651451288,23155200,22.04,,25297155.0610423,30.1993213086321,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,19/07/2021,15015985,Positive,113598,120738.695901552,106457.645637775,,113598.170769664,10098.2274839832,21859200,24.5,,23351733.2207444,40.0136184615719,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,21/07/2021,15015986,Positive,78213,62002.359963668,94423.7487963401,,78213.054380004,22925.3838990684,20563200,22.98,,24510642.6768525,25.9162506014841,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,26/07/2021,15015987,Positive,86700,85196.0069581128,88204.8005077839,,86700.4037329483,2127.53832216277,20476800,27.19,,21582637.8911981,28.6078640490966,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,26/07/2021,15015988,Positive,92510,88278.2846340755,96743.0724911625,,92510.678562619,5985.5088950518,19785600,27.68,,21293079.4020729,29.4946547063804,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,26/07/2021,15015989,Positive,94067,98301.1971011504,89833.8484227026,,94067.5227619265,5987.31966920137,20995200,22.04,,25297155.0610423,31.8245263123401,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,28/07/2021,15015990,Positive,112407,112235.686411837,112578.830865174,,112407.258638506,242.63976988081,21772800,25.97,,22345076.6287487,39.4376351297891,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,28/07/2021,15015991,Positive,175138,171061.481213887,179215.989334819,,175138.735274353,5766.10798955187,37843200,26.02,,22312597.4391221,106.800254386773,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,29/07/2021,15015992,Positive,60354,46829.1377452902,73879.9297462422,,60354.5337457662,19127.79846034,40953600,14.54,,34648469.5359353,39.8294407362566,SEPA - Low Volume,1
Highland,Allanfearn,July 2021,02/08/2021,15015993,Positive,171697,151815.323237087,191579.392384359,,171697.357810723,28117.4429416071,,18.31,,29104923.997428,80.525291656842,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,03/08/2021,,Positive,56164,59390.7491759001,52938.2267257082,,56164.4879508041,4562.62238028907,,,,,26.5453983933758,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,04/08/2021,15015995,Positive,43934,43164.8943145608,44704.5605570015,,43934.7274357811,1088.70844079386,22291200,25.23,,22838953.296345,15.7813303073977,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,05/08/2021,15015996,Positive,41472,44443.8275831436,38501.5339628265,,41472.680772985,4201.83611472782,22118400,26.36,,22094611.5638952,14.7814841343452,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,09/08/2021,15015997,Positive,32180,40325,24036,,32180.5,11518.0623587477,23587200,26.23,,22177373.0712847,12.2312657449483,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,11/08/2021,15015999,Positive,24189,30551,17827,,24189,8997.22668381763,24883200,24.23,,23548250.5206615,9.69898683167359,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,12/08/2021,15016000,Positive,30467,29303,31632,,30467.5,1646.85169338347,32054400,26.21,,22190169.581215,15.7371721937542,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,16/08/2021,15016001,Positive,77208,63494.4022081558,90923.5174386133,,77208.9598233846,19395.3133814037,25833600,22.81,,24648663.2146064,32.1406649343096,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,17/08/2021,,Positive,27743,39087.5894627251,16398.9905229758,,27743.2899928504,16043.2621659186,,,,,13.1124971040108,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,18/08/2021,15016003,Positive,44701,41007.7184675455,48395.1104560246,,44701.4144617851,5223.67497033679,21686400,29.03,,20539919.6748387,15.6210763251161,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,19/08/2021,,Positive,60093,57414.1563954982,62771.9431585813,,60093.0497770397,3788.52735232756,,,,,28.4021809012441,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,23/08/2021,15296292,Positive,175738,190033.417879511,161443.54459294,,175738.481236226,20216.0932741981,22723200,28.16,,21018028.1401986,64.3485232657675,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,24/08/2021,15296293,Positive,207305,181316.77933188,233294.346620401,,207305.562976141,36753.6902992928,21427200,27.03,,21679181.745334,71.577842647239,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,25/08/2021,15296294,Positive,180701,178169.037607832,183233.565977754,,180701.301792793,3581.16235388349,21254400,28.73,,20701911.2844532,61.8888418709069,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,26/08/2021,15296295,Positive,317356,296145.854696209,338566.284557299,,317356.069626754,29995.7736156247,21600000,29.2,,20449423.0348922,110.459426728833,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,30/08/2021,15296296,Positive,454669,504955.436724683,404382.930086612,,454669.183405647,71115.5014447091,20476800,29.08,,20513206.577263,150.023686466866,SEPA - Low Volume,1
Highland,Allanfearn,August 2021,01/09/2021,15296297,Positive,318495,302465.841159983,334525.058840658,,318495.450000321,22669.2902215408,19526400,32.61,,18810738.4915191,100.213825048926,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,02/09/2021,15296298,Positive,645198,664533.854600757,625863.782225053,,645198.818412905,27343.8704058353,19526400,33.58,,18398355.6358216,203.010251826642,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,03/09/2021,15296299,Positive,709834,701146.825277796,718522.830939577,,709834.828108686,12286.6914333813,19353600,31.72,,19208525.7489799,221.371287010285,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,06/09/2021,15296300,Analysis Failed,,,,,,,18921600,30.99,,19549732.4488338,,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,07/09/2021,,Positive,432453,419517.978374611,445389.274098135,,432453.626236373,18293.7686441861,,,,,204.393455970966,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,08/09/2021,15296302,Positive,1313311,1147326.03805405,1479295.97831755,,1313311.0081858,234738.195910414,21772800,28.27,,20956151.897781,460.769891376258,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,09/09/2021,15296303,Positive,286147,297698.602654998,274596.599745617,,286147.601200308,16335.5829162147,20563200,29.17,,20465325.7144261,94.8163065680843,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,13/09/2021,15296304,Positive,176275,179719.620839867,172831.336125239,,176275.478482553,4870.75283245699,31276800,23.85,,23831438.0021529,88.8416140610898,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,14/09/2021,15296305,Positive,295005,310682.579605911,279328.084321971,,295005.331963941,22170.9762359558,20217600,25.08,,22942177.8115925,96.1084759340323,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,15/09/2021,15296306,Positive,312737,319020.32964773,306453.990247108,,312737.159947419,8885.74380487156,19958400,29.59,,20245267.8243115,100.579028217064,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,20/09/2021,15296308,Positive,334405,326265.252358427,342545.52390664,,334405.388132534,11511.8904112998,20304000,30.05,,20010461.1592778,109.410019669389,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,21/09/2021,15296309,Positive,107087,82452.5636210239,131721.685606813,,107087.124613918,34838.5302592587,24278400,24.51,,23344527.851369,41.8947443718224,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,22/09/2021,15296339,Positive,222711,187095.630494277,258327.626417596,,222711.628455937,50368.6273548318,20736000,27.59,,21345586.2146178,74.4166477756663,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,23/09/2021,15296338,Positive,243526,276049.794354694,211003.529018564,,243526.661686629,45994.6553100373,32140800,28.12,,21040633.9582767,126.126232362268,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,27/09/2021,15296312,Positive,182538,170318.956449976,194758.938618605,,182538.947534291,17281.6771235159,22550400,27,,21697395.5396271,66.330308461073,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,29/09/2021,15296314,Positive,65569,69625.7220125748,61513.9204802694,,65569.8212464221,5735.90987113259,26956800,10.25,,45134822.0272218,28.4822675138669,SEPA - Low Volume,1
Highland,Allanfearn,September 2021,30/09/2021,15296315,Positive,108140,90794.9992015025,125485.532518128,,108140.265859815,24529.9113511635,,22.81,,24648663.2146064,42.9519641805501,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,04/10/2021,15296316,Positive,117328,105057.48671729,129600.38701136,,117328.936864325,17354.4512279222,25833600,21.36,,25903851.9134532,48.8418708849499,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,06/10/2021,15296317,Positive,98563,98392.597124024,98734.0747119375,,98563.3359179807,241.461118036839,24537600,26.88,,21770607.5776906,38.9717314676761,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,07/10/2021,15296318,Positive,55160,54639.1620299356,55680.8892924552,,55160.0256611954,736.612411474527,24192000,26.02,,22312597.4391221,21.5029704598221,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,11/10/2021,15296319,Positive,62879,54288.5755142762,71470.2239121267,,62879.3997132014,12149.260094083,26956800,22.97,,24518711.8587205,27.313600215747,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,13/10/2021,15296320,Positive,52850,54889.234290028,50812.2877490992,,52850.7610195636,2882.83654562573,40608000,13.27,,37128020.959542,34.5831915866196,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,14/10/2021,15296321,Positive,98044,80497.7512154068,115591.806865661,,98044.7790405337,24815.2447296324,31017600,17.29,,30394274.5748663,49.0043787806191,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,15/10/2021,15296322,Positive,66516,75968.7803873799,57065.0787725037,,66516.9295799418,13366.9356014061,31104000,19.55,,27697789.8460297,33.3388536152391,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,18/10/2021,15296323,Positive,168984,149368.201272783,188601.522015085,,168984.861643934,27742.1471453489,31276800,19.05,,28245817.4144119,85.1671939260852,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,19/10/2021,15296324,Positive,77238,79348.0717730272,75128.3295258326,,77238.2006494299,2983.80835785066,36460800,14.53,,34666501.4098507,45.3795898391623,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,20/10/2021,15296325,Positive,45174,50120.7401096709,40228.8120086975,,45174.7760591842,6994.64943920804,34905600,14.81,,34169703.9930537,25.4093374458001,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,22/10/2021,15296326,Positive,43636,38400.0060640427,48873.7421947277,,43636.8741293852,7406.04984236588,38534400,13.88,,35887328.0596715,27.0959547915076,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,25/10/2021,,Positive,76101,75438.7140525039,76764.4219270475,,76101.5679897757,937.417027962216,,,,,35.9683941642745,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,26/10/2021,15296328,Positive,46463,46789.1090156776,46138.714442426,,46463.9117290518,459.898413193101,38793600,13.41,,36834516.597147,29.0454479044143,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,27/10/2021,15296329,Positive,156278,154830.684336433,157725.437839563,,156278.061087998,2046.89983192712,,15.61,,32836948.710593,82.691912026451,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,28/10/2021,15296330,Positive,179109,182655.219149667,175564.344847147,,179109.781998407,5014.00530385294,,15.09,,33689133.0247181,97.2324804501045,SEPA - Low Volume,1
Highland,Allanfearn,October 2021,01/11/2021,15296331,Positive,245371,230162.595160609,260581.174497312,,245371.88482896,21509.1837230435,,17.5,,30118045.2591344,119.084107328592,SEPA - Low Volume,1
Highland,Allanfearn,November 2021,03/11/2021,15296332,Positive,90051,91968.2382943336,88135.2480699837,,90051.7431821587,2710.33337985957,46828800,10.3,,44969031.1043258,67.952803363445,SEPA - Low Volume,1
Highland,Allanfearn,November 2021,04/11/2021,15296333,Positive,45107,42768.1463570234,47447.0948385481,,45107.6205977858,3308.51620010856,43027200,11.82,,40523355.2133405,31.274849543734,SEPA - Low Volume,1
Highland,Allanfearn,November 2021,09/11/2021,15296334,Weak Positive,1786.08996216641,3572.17992433281,0,,1786.08996216641,2525.91264811418,40953600,15.83,,32491246.0861999,1.17868468005057,SEPA - Low Volume,1
Highland,Allanfearn,November 2021,09/11/2021,15296335,Positive,56300,52585.3343158938,60015.3468488061,,56300.3405823499,5253.81224632332,39139200,12.4,,39081610.3893189,35.5079166283269,SEPA - Low Volume,1
Highland,Allanfearn,November 2021,11/11/2021,15296336,Positive,52602,59273.8785545235,45932.0636233609,,52602.9710889422,9434.08781116093,39916800,13.21,,37255479.5293731,33.8351586638804,SEPA - Low Volume,1
Highland,Allanfearn,November 2021,15/11/2021,15296337,Positive,67430,80916,53944,,67430,19072.0841021636,39398400,15.81,,32522324.3253101,42.8088902639466,SEPA - Low Volume,1
Highland,Allanfearn,November 2021,17/11/2021,15597952,Positive,112717,76020,149414,,112717,51897.3950984055,36547200,20.03,,27194354.6191775,66.3813004350769,SEPA - Low Volume,1
Highland,Allanfearn,November 2021,18/11/2021,15597954,Positive,44245,49550.6471230513,38939.6309917313,,44245.1390573913,7503.12146173625,40435200,15.26,,33404925.824329,28.8288544073839,SEPA - Low Volume,1
Highland,Allanfearn,November 2021,24/11/2021,15597956,Positive,165322,139320.03,191325.0988,,165322.5644,36773.136804553,25401600,22.55,,24863283.7051886,67.6698838483844,SEPA - Low Volume,1
Highland,Allanfearn,November 2021,24/11/2021,15597957,Positive,166588,160681.8855,172494.6245,,166588.255,8352.8678512868,23241600,25.88,,22403816.78217,62.3896610816978,SEPA - Low Volume,1
Highland,Allanfearn,November 2021,06/12/2021,,Positive,194730,199728.699171919,189731.44205535,,194730.070613634,7069.12830039164,,,,,92.036578489542,SEPA - Low Volume,1
Highland,Allanfearn,December 2021,06/12/2021,15597959,Positive,144194,129935.991915099,158452.859142613,,144194.425528856,20164.4701947712,34819200,21.83,,25480973.3039611,80.903905078706,SEPA - Low Volume,1
